crc32	31	1	1	1	1
crc32	32	0	0	0	0
crc32	33	0	0	0	0
crc32	34	0	0	0	0
crc32	35	0	0	0	0
lz77	0	0	0	0	0
lz77	1	0	0	0	0
lz77	2	0	0	0	0
lz77	3	0	0	0	0
lz77	4	0	0	0	0
lz77	5	1	1	1	1
lz77	6	0	0	0	0
lz77	7	0	1	0	0
lz77	8	0	1	1	0
lz77	9	0	1	1	0
lz77	10	0	1	1	0
lz77	11	0	0	0	0
lz77	12	0	0	0	0
lz77	13	0	0	0	0
lz77	14	0	0	0	0
lz77	15	0	0	0	0
lz77	16	0	0	0	0
lz77	17	0	0	0	0
lz77	18	1	1	1	1
lz77	19	0	0	0	0
lz77	20	0	0	0	0
lz77	21	0	0	0	0
lz77	22	0	0	0	0
lz77	23	1	1	1	1
lz77	24	1	1	1	1
md5	0	0	0	0	0
md5	1	0	0	0	0
md5	2	0	0	0	0
md5	3	0	0	0	0
md5	4	0	1	1	0
md5	5	0	1	1	0
md5	6	0	1	1	0
md5	7	0	1	1	0
md5	8	0	1	1	0
md5	9	0	0	0	0
md5	10	0	0	0	0
md5	11	0	0	0	0
md5	12	0	0	0	0
md5	13	0	0	0	0
md5	14	0	0	0	0
md5	15	0	0	0	0
md5	16	0	0	0	0
md5	17	0	0	0	0
md5	18	0	0	0	0
md5	19	0	0	0	0
md5	20	1	1	1	1
md5	21	0	0	0	0
md5	22	0	0	0	0
md5	23	0	0	0	0
md5	24	0	0	0	0
nbody	0	0	0	0	0
nbody	1	0	0	0	0
nbody	2	0	0	0	0
nbody	3	0	0	0	0
nbody	4	0	0	0	0
nbody	5	0	0	0	0
nbody	6	0	0	0	0
nbody	7	0	0	0	0
nbody	8	0	0	0	0
nbody	9	0	0	0	0
nbody	10	0	0	0	0
nbody	11	0	0	0	0
nbody	12	0	0	0	0
nbody	13	0	0	0	0
nbody	14	0	0	0	0
nbody	15	0	0	0	0
nbody	16	0	0	0	0
nbody	17	0	0	0	0
nbody	18	0	0	0	0
nbody	19	0	0	0	0
nbody	20	0	0	0	0
nbody	21	0	0	0	0
nbody	22	0	0	0	0
nbody	23	0	0	0	0
nbody	24	0	0	0	0
nbody	25	0	0	0	0
nbody	26	0	0	0	0
nbody	27	0	0	0	0
nbody	28	0	0	0	0
nbody	29	0	0	0	0
nbody	30	0	0	0	0
nbody	31	0	0	0	0
nbody	32	0	0	0	0
nbody	33	0	0	0	0
nbody	34	0	0	0	0
nbody	35	0	0	0	0
nbody	36	0	0	0	0
nbody	37	0	0	0	0
nbody	38	0	0	0	0
nbody	39	0	0	0	0
nbody	40	0	0	0	0
nbody	41	0	0	0	0
nbody	42	0	0	0	0
nbody	43	0	0	0	0
nbody	44	0	0	0	0
nbody	45	0	0	0	0
nbody	46	0	0	0	0
nbody	47	0	0	0	0
nbody	48	0	0	0	0
nbody	49	0	0	0	0
nbody	50	0	0	0	0
nbody	51	0	0	0	0
nbody	52	0	0	0	0
nbody	53	0	0	0	0
nbody	54	0	0	0	0
nbody	55	0	0	0	0
nbody	56	0	0	0	0
nbody	57	0	0	0	0
nbody	58	0	0	0	0
nbody	59	0	0	0	0
nbody	60	0	0	0	0
nbody	61	0	0	0	0
nbody	62	0	0	0	0
nbody	63	0	0	0	0
nbody	64	0	0	0	0
nbody	65	0	0	0	0
nbody	66	0	0	0	0
nbody	67	0	0	0	0
nbody	68	0	0	0	0
nbody	69	0	0	0	0
nbody	70	0	0	0	0
nbody	71	0	0	0	0
nbody	72	0	0	0	0
nbody	73	0	0	0	0
nbody	74	0	0	0	0
nbody	75	0	0	0	0
nbody	76	0	0	0	0
nbody	77	0	0	0	0
nbody	78	0	0	0	0
nbody	79	1	1	1	1
nbody	80	0	0	0	0
nbody	81	0	0	0	0
nbody	82	0	0	0	0
nbody	83	0	0	0	0
sha1	0	0	0	0	0
sha1	1	0	0	0	0
sha1	2	0	0	0	0
sha1	3	0	0	0	0
sha1	4	0	1	1	0
sha1	5	0	1	1	1
sha1	6	0	1	1	1
sha1	7	0	1	1	1
sha1	8	0	1	1	1
sha1	9	1	1	1	1
sha1	10	1	1	1	1
sha1	11	0	0	0	0
sha1	12	0	0	0	0
sha1	13	0	0	0	0
sha1	14	0	0	0	0
sha1	15	0	0	0	0
sha1	16	0	0	0	0
sha1	17	0	0	0	0
sha1	18	0	0	0	0
sha1	19	1	1	1	1
sha1	20	0	0	0	0
sha1	21	0	0	0	0
sha1	22	0	0	0	0
sha1	23	0	0	0	0
sha256	0	0	0	0	0
sha256	1	0	0	0	0
sha256	2	0	0	0	0
sha256	3	0	0	0	0
sha256	4	0	1	1	0
sha256	5	0	1	1	0
sha256	6	0	1	1	0
sha256	7	0	1	1	0
sha256	8	0	1	1	0
sha256	9	0	0	0	0
sha256	10	0	1	1	1
sha256	11	0	1	1	1
sha256	12	0	1	1	1
sha256	13	0	0	0	0
